Company,Employee_ID,Department_ID,Branch_ID,Age,Gender_Code,Experience_Years,Education_Level,Job_Level,Salary_INR,Bonus_INR,Overtime_Hours,Training_Hours,Projects_Assigned,Projects_Completed,Performance_Score,Attendance_Percent,Leaves_Taken,Late_Logins,Promotion_Count,Client_Rating,Sales_Target,Sales_Achieved,Customer_Tickets,Resolved_Tickets,Work_Hours_Month,Manager_ID,Team_Size,Travel_Days,Remote_Work_Days,Office_Floor,Desk_Number,Laptop_Age_Months,Certification_Count,Monthly_KPI
Infosys,102532,10,155,34,0,8,2,2,1107707,68563,1,162,21,22,2,76.17,21,34,0,2.65,2758391,5373491,182,361,171,1290,17,15,6,6,3925,38,4,52.38
Meta,102533,26,141,38,1,16,1,1,1642986,95006,12,293,3,0,2,71.33,6,13,5,2.08,139647,5386781,176,454,123,1328,7,7,9,18,7213,28,1,86.34
Wipro,102534,6,172,49,0,19,2,8,2138553,146650,57,242,3,21,3,91.48,3,38,5,2.33,1711413,1326049,302,38,175,1448,14,0,5,5,8917,16,2,57.33
Wipro,102535,20,127,54,0,28,1,10,2908018,199442,6,269,2,14,3,99.32,13,25,5,1.69,837539,556621,480,244,163,1006,3,14,20,6,4026,44,2,97.83
Apple,102536,25,134,46,0,24,2,8,2484539,168395,33,240,18,6,3,71.82,30,2,2,4.02,2758929,3191107,335,334,136,1323,6,16,0,17,1626,27,15,63.21
Wipro,102537,6,164,38,1,9,5,7,1233457,84782,59,61,3,16,3,92.32,16,21,1,2.28,486161,5334382,192,34,131,1241,22,6,4,2,9286,26,6,93.6
Microsoft,102538,12,123,59,0,29,1,9,2959528,248680,0,290,20,10,4,70.29,25,7,2,1.44,2987503,2259897,467,392,131,1050,13,0,12,6,8071,45,7,58.98
Wipro,102539,20,155,57,0,32,5,5,3161710,341796,34,149,17,8,5,70.24,18,26,2,2.21,3821948,1841196,386,291,125,1586,6,2,16,12,7877,20,11,51.75
Cisco,102540,18,161,53,1,29,3,4,2951452,246400,28,295,19,19,4,85.19,24,26,3,3.21,4178653,2646075,449,301,190,1444,24,20,19,1,6339,48,15,77.67
Meta,102541,1,169,33,1,11,1,3,1227547,124609,58,148,15,24,5,75.38,23,31,0,1.17,1568141,3049924,407,315,205,1476,21,20,18,16,1523,44,13,80.22
Salesforce,102542,28,150,54,1,25,2,8,2600496,131403,56,236,20,5,2,85.31,7,38,0,2.91,1635633,385514,170,370,147,1535,3,1,18,15,8201,50,9,81.18
Adobe,102543,3,123,34,0,7,3,8,894495,65060,32,260,5,25,2,88.56,19,2,2,1.72,421555,535790,153,91,227,1206,27,20,1,20,7960,22,9,69.97
NVIDIA,102544,14,106,58,0,34,1,6,3418350,294744,52,23,3,14,4,75.32,5,19,4,4.76,2203565,4169740,337,166,206,1035,19,1,21,6,4647,11,5,61.1
Salesforce,102545,14,168,33,0,6,1,8,864059,37778,4,135,11,22,2,80.26,27,3,0,3.56,756114,3040031,79,72,230,1231,13,11,14,3,1801,29,2,62.99
TCS,102546,4,175,25,0,2,1,6,479021,56449,42,97,6,12,3,85.9,15,0,4,1.35,3818082,3313438,412,218,131,1445,10,3,19,12,2791,5,6,66.88
Oracle,102547,6,167,39,1,15,1,6,1625982,187901,1,282,22,17,5,73.31,27,13,1,3.01,3218051,3397405,115,97,129,1203,21,8,11,8,6207,42,13,54.32
Capgemini,102548,12,125,33,0,10,5,3,1312444,54647,60,55,2,18,2,91.29,12,20,4,1.25,4277394,2858903,176,68,173,1009,10,20,9,7,5311,5,2,81.72
Amazon,102549,1,118,40,1,10,5,4,1244472,169960,28,17,22,12,5,85.16,14,10,3,3.97,2095323,3418258,468,230,214,1108,16,6,6,12,8960,71,9,72.37
Meta,102550,16,110,52,0,32,1,5,3241418,96101,49,196,18,4,1,89.28,29,38,0,2.75,4930485,5276635,248,430,223,1331,23,13,13,13,9313,47,0,78.06
Apple,102551,24,121,31,1,2,1,2,427854,25327,31,283,10,1,1,99.57,7,9,2,2.07,2588210,2638914,147,35,235,1374,29,20,2,9,4904,33,2,72.22
NVIDIA,102552,21,119,35,1,14,3,7,1497938,126234,4,121,15,10,3,80.79,22,28,5,3.15,4156822,4065648,458,206,222,1592,12,16,14,19,2654,37,7,57.07
SAP,102553,26,166,35,0,8,1,4,1151995,90958,54,287,15,5,3,89.91,11,15,2,2.83,1484748,105392,133,39,166,1104,10,12,20,13,6636,19,9,85.09
Meta,102554,7,125,37,0,9,2,6,1206362,102544,49,40,9,19,4,98.15,11,8,0,4.88,4374726,4597792,483,18,122,1581,11,18,3,8,9782,52,14,70.22
Cisco,102555,19,122,49,1,28,2,10,2818697,183442,59,98,9,19,3,70.67,20,11,2,1.17,3645641,213420,90,164,187,1292,26,5,11,4,5283,9,14,59.89
NVIDIA,102556,18,143,34,0,12,1,1,1528014,163997,42,32,19,18,4,73.52,27,33,4,3.1,970154,3137006,464,85,218,1236,14,8,11,14,6356,2,8,63.5
Meta,102557,30,105,31,0,2,4,9,553543,44957,40,213,12,0,1,89.11,0,31,4,4.26,1902995,4859618,419,291,149,1539,28,5,17,13,8440,31,15,53.29
Salesforce,102558,5,174,51,0,30,1,9,3064765,184406,39,71,23,12,3,86.51,17,19,3,4.36,581698,3576447,477,396,200,1441,16,3,5,13,6377,3,4,88.89
Alphabet,102559,10,155,30,0,0,1,5,308892,38477,19,1,6,6,1,81.89,29,39,2,1.02,3699880,1280742,49,358,220,1046,18,5,8,6,6285,37,2,84.01
Infosys,102560,30,134,48,0,22,4,4,2289476,202315,48,146,9,13,4,73.3,15,1,3,1.25,2650579,163092,364,32,186,1286,11,10,0,13,7409,32,6,68.96
Capgemini,102561,4,112,57,1,30,4,7,3009521,304549,16,285,5,23,5,75.07,2,37,0,2.17,2727840,4917089,100,117,225,1382,11,16,20,14,1000,39,6,77.96
Amazon,102562,14,115,50,0,31,4,9,3148530,216889,58,93,8,2,3,84.45,8,11,1,2.41,2544944,157065,83,236,209,1319,19,17,18,11,1528,33,4,73.59
Intel,102563,29,170,54,1,29,3,5,2868910,307427,22,189,8,18,5,79.38,12,25,3,1.82,4556970,4069938,264,144,146,1331,23,7,7,20,6425,49,2,74.17
Capgemini,102564,16,166,32,0,12,2,9,1444791,164671,21,154,12,7,4,75.72,21,7,1,1.78,1671589,713080,298,178,129,1036,28,7,1,16,6070,18,3,72.31
Cisco,102565,15,158,50,1,31,4,4,3048566,280036,56,208,25,4,4,99.17,8,27,3,3.35,3800762,5493700,195,417,152,1273,9,4,21,12,7120,55,10,51.04
TCS,102566,7,121,55,1,34,3,5,3324614,218550,7,135,3,15,3,93.35,5,39,0,4.41,1419741,5178277,394,213,226,1214,7,11,9,20,1686,54,15,74.1
IBM,102567,1,107,30,1,9,4,4,1033606,66334,31,179,23,19,1,93.52,3,15,0,1.18,3449101,975199,267,82,149,1426,19,17,19,14,3783,62,3,91.35
HCLTech,102568,5,162,32,0,11,3,7,1394900,116283,50,196,17,5,4,79.5,10,36,2,4.55,591668,2374013,82,1,235,1518,19,1,19,9,1023,16,13,61.48
Alphabet,102569,4,170,29,1,3,2,2,496945,52250,21,161,2,22,5,96.39,28,38,3,3.15,262305,5204280,31,142,164,1041,25,6,2,12,6481,58,4,69.27
SAP,102570,9,127,51,0,29,3,3,2949794,68825,0,9,22,18,1,95.62,26,22,3,3.55,615399,5138839,185,329,140,1306,3,15,19,4,5383,41,13,98.05
Apple,102571,25,113,25,0,0,2,1,312546,45857,11,27,13,20,2,78.09,7,4,3,1.7,406415,5308821,202,227,212,1386,24,3,11,9,1766,24,9,94.92
Adobe,102572,12,124,49,0,25,3,8,2634258,181671,43,264,19,20,3,83.14,21,17,3,1.1,1224066,2046843,47,391,205,1359,5,15,22,8,9275,69,14,78.73
Wipro,102573,4,147,53,1,31,2,6,3170022,130526,19,272,5,21,2,80.87,6,34,2,4.27,3084823,3456267,62,431,234,1246,21,5,17,7,7525,3,2,50.67
Cisco,102574,22,120,38,1,15,1,7,1560310,83206,25,132,25,20,2,86.2,28,9,2,4.77,3303845,2589579,278,251,204,1262,8,15,10,19,7500,40,1,63.12
IBM,102575,1,177,46,1,18,3,4,2021798,241046,15,163,9,20,5,81.36,28,2,5,2.93,4249292,4599007,286,257,234,1367,5,3,6,9,6568,9,2,76.83
SAP,102576,23,179,31,0,4,2,6,809826,68489,30,212,1,17,2,75.85,13,19,5,1.49,1970095,1603725,111,464,148,1440,12,14,21,17,8806,72,4,77.3
TCS,102577,11,150,37,0,12,2,3,1497243,77906,44,206,13,2,1,99.71,12,11,4,2.89,1718281,4710709,331,11,147,1521,24,10,8,9,9752,3,8,90.56
HCLTech,102578,12,151,44,1,14,1,2,1552254,47181,3,86,17,6,1,83.6,10,39,4,1.62,2335930,3733057,438,409,189,1548,13,5,21,11,7604,63,6,60.75
IBM,102579,8,137,51,0,31,4,3,3228217,302091,29,194,14,22,4,71.03,13,40,0,4.24,1387168,4547101,358,474,136,1577,22,6,22,4,8761,37,13,60.31
Capgemini,102580,10,147,42,0,20,3,3,2101094,129212,44,125,4,19,3,90.54,6,36,1,4.04,4988036,3167986,439,76,155,1016,30,11,17,18,2132,36,10,88
Alphabet,102581,19,147,51,0,24,2,7,2532809,302457,38,72,4,11,5,95.97,8,40,5,2.3,2951933,3966092,382,166,179,1596,6,4,11,4,8101,52,14,71.78
SAP,102582,27,115,37,1,14,4,2,1467769,176901,0,140,5,2,5,98.09,1,34,5,2.41,2879097,5448104,346,405,138,1542,20,2,8,18,9694,60,4,69.91
Meta,102583,26,140,53,0,32,5,2,3245234,369682,39,13,22,25,5,73.65,18,31,0,4.36,3988435,3426629,54,357,144,1459,25,7,2,17,1164,66,1,73
Oracle,102584,18,106,39,0,13,1,7,1517414,69985,25,25,14,15,1,85.71,11,16,1,4.01,1295981,3875980,93,408,133,1048,22,4,14,8,7208,42,9,54.6
Wipro,102585,5,158,45,0,17,3,2,1751103,73049,59,164,6,16,1,98.28,30,6,4,1.38,2813096,950769,419,271,160,1169,9,19,10,7,2493,51,6,70.74
Meta,102586,11,162,51,0,30,3,1,3108199,172388,19,238,10,1,2,70.66,15,25,0,4.32,1508844,5192594,378,104,159,1556,9,14,20,14,5109,26,2,72.68
Infosys,102587,27,118,37,1,17,1,1,1909937,69862,21,4,5,15,1,83.29,16,21,1,1.83,2139709,3692370,487,465,167,1452,30,4,15,8,6339,67,8,52.79
Apple,102588,30,121,27,0,7,3,6,845003,52939,51,38,7,3,2,71.71,4,24,4,2.41,1879120,268381,413,366,123,1496,26,18,1,2,4828,10,12,84.01
Infosys,102589,15,177,54,1,26,1,6,2763585,81528,6,233,5,24,1,97.75,20,29,1,2.57,3633936,2371828,37,432,172,1192,25,13,18,11,5245,52,6,74.95
Cisco,102590,16,147,45,1,20,5,3,2228958,235802,10,13,3,6,5,87.62,18,7,1,2.07,997195,4085481,473,486,126,1346,30,0,0,2,6394,48,7,95.81
SAP,102591,11,137,23,0,1,3,2,431171,51769,9,5,23,10,3,94.71,4,34,4,3.02,264127,279966,5,204,164,1516,22,6,9,3,7059,71,9,64.89
IBM,102592,27,170,45,0,19,5,9,1968389,113993,21,278,12,4,2,70.12,21,8,0,2.18,1028414,3248127,205,457,190,1279,13,19,9,16,1240,66,7,54.62
Cisco,102593,20,102,40,0,13,1,4,1577895,165799,23,194,9,10,4,97.17,21,15,3,1.92,871496,1259891,92,192,228,1301,23,20,22,9,4613,47,13,77.86
Intel,102594,13,123,26,1,3,2,6,715462,47850,51,87,15,23,1,82.39,11,34,0,3.13,3100887,5189263,257,316,226,1404,14,12,19,12,7923,66,10,71.7
Apple,102595,24,111,56,1,29,1,9,3052039,311444,22,121,11,11,5,74.84,24,35,3,1.56,4624168,1526259,440,294,166,1334,28,17,12,1,4503,15,12,56.11
Alphabet,102596,30,158,39,0,10,4,4,1261964,50635,17,191,5,17,2,84.57,3,29,1,2.38,1470519,876803,97,192,145,1015,24,12,14,9,9159,32,11,84.26
Adobe,102597,16,128,35,1,10,3,10,1266877,43351,13,205,20,16,1,86.93,27,1,4,3.87,4978202,199947,382,44,229,1348,25,19,0,12,8998,5,2,61.37
Infosys,102598,8,143,32,0,2,3,2,609447,71250,56,39,8,12,3,90.25,30,9,2,1.54,2296829,4574133,39,40,166,1491,6,16,0,14,9475,59,10,54.52
Meta,102599,28,141,44,1,14,4,2,1571860,171660,20,253,6,17,5,93.82,3,18,4,1.65,2817676,3537563,419,102,157,1424,30,4,4,15,1902,64,15,52.33
TCS,102600,23,180,28,1,3,5,6,536200,39764,60,249,24,23,2,74.32,7,10,5,4.23,3746143,4956342,363,239,145,1004,28,1,0,3,2967,21,5,83.75
Alphabet,102601,9,130,48,0,26,4,3,2675974,80128,39,179,25,22,1,73.77,29,29,3,3.9,947098,4296721,92,358,144,1541,7,17,14,3,1895,2,4,81.82
HCLTech,102602,17,159,61,0,34,1,8,3313512,204077,50,126,18,23,3,94.92,8,27,0,2.29,4856722,2164516,292,413,235,1466,29,4,21,13,8780,10,11,57.82
Amazon,102603,1,107,50,0,27,2,5,2743342,114069,6,130,8,22,2,70.54,20,29,3,2.36,2456418,4043582,34,438,199,1467,16,19,19,1,8385,37,6,99.89
Cisco,102604,16,147,51,0,32,2,6,3132557,166951,6,153,11,25,2,82.73,5,31,0,1.95,2357037,2357731,242,59,169,1560,23,3,3,10,3136,38,10,82.45
Apple,102605,18,123,52,1,22,2,4,2401077,197784,45,87,7,0,4,79.93,0,20,2,1.76,3341343,700462,36,453,150,1599,27,10,5,8,2855,21,2,91.16
Alphabet,102606,14,157,40,1,13,1,2,1517655,158278,53,182,4,4,5,77.61,23,29,5,1.06,1138613,2370906,254,20,132,1437,2,20,11,18,1427,13,11,51.01
Cisco,102607,10,123,42,1,17,2,10,1956998,166683,25,136,12,1,4,82.6,2,3,0,2.61,3857176,4627302,108,210,198,1349,17,5,13,15,7899,19,13,80.67
Microsoft,102608,29,175,54,1,34,4,10,3473606,104060,5,164,15,4,1,83.88,11,15,5,1.99,3039941,2801339,257,456,139,1078,9,0,10,15,3803,11,7,59.59
Cisco,102609,4,136,45,0,25,3,2,2654153,283929,48,75,20,3,5,97.85,2,22,5,2.26,4638191,1171482,32,181,131,1156,13,2,12,3,3239,66,4,60.31
Infosys,102610,20,150,33,0,7,5,5,1070505,116415,51,111,17,18,4,92.06,24,19,1,1.95,3154107,4362254,148,66,175,1143,4,19,19,8,8593,18,3,88.2
IBM,102611,11,122,50,0,27,3,4,2673815,145080,1,221,17,23,2,77.22,4,16,0,3.3,3751512,2270657,325,225,126,1564,20,20,11,17,6950,64,9,74.7
Apple,102612,13,159,29,1,7,5,5,845583,79340,39,6,7,17,3,84.19,13,25,3,3.68,575759,820775,298,179,174,1394,18,0,12,7,4433,6,5,57.78
Microsoft,102613,28,120,28,0,9,5,9,1186077,118809,22,152,2,19,3,86.3,25,19,2,4.41,4813357,4470210,328,217,197,1133,29,5,20,15,8789,1,9,90.76
Apple,102614,23,135,53,1,29,5,9,2830098,317837,0,104,15,22,5,71.64,2,8,2,4.13,896302,1809506,87,330,152,1588,6,18,9,17,4503,58,3,75.05
TCS,102615,10,127,31,1,9,2,9,1086702,56930,38,252,17,12,2,80.77,20,13,2,2.5,2684019,2605083,176,332,172,1381,20,0,3,17,7534,7,11,81.75
Adobe,102616,8,105,28,0,9,2,1,1017937,52360,20,125,19,1,2,85.21,20,28,3,1.93,3356124,2806785,290,392,212,1165,26,17,21,16,4924,69,13,91.6
Meta,102617,25,177,49,0,23,3,7,2459214,146908,41,16,10,14,2,98.2,13,20,2,4.09,481719,3048912,235,162,206,1490,21,13,18,10,4621,64,3,71.11
Microsoft,102618,10,111,33,0,10,2,4,1247607,127095,45,83,19,6,4,73.61,9,17,0,4.32,4189944,4033936,361,155,181,1387,21,16,19,16,3828,59,7,82.78
HCLTech,102619,16,165,45,0,18,5,10,1874112,204466,8,90,25,9,5,96.88,14,7,0,3.08,1239480,4312812,300,158,240,1207,14,13,17,9,5274,29,3,90.96
IBM,102620,1,107,43,0,18,3,10,1934977,81474,4,217,23,4,1,71.64,22,9,4,4.18,4915331,5327296,274,255,195,1070,6,13,6,18,3077,1,3,94.06
HCLTech,102621,8,134,65,1,35,2,3,3587937,331474,56,231,16,9,4,73.66,12,16,5,2.76,4899247,1967841,72,331,223,1539,4,16,12,16,3299,29,12,53.85
Intel,102622,14,113,41,1,20,4,3,2116116,156060,52,153,20,0,3,99.14,4,18,3,1.63,2616512,322402,330,148,224,1524,12,16,21,2,2772,20,1,82.1
Accenture,102623,8,108,27,0,8,3,2,1088654,130839,5,226,16,22,5,95.27,24,37,5,1.86,4549678,4921139,490,321,152,1287,29,3,18,14,1628,2,12,51.13
Intel,102624,25,164,56,1,34,4,7,3300094,367600,46,81,5,3,5,84.01,30,8,3,2.76,3886881,302287,259,114,166,1327,14,20,2,13,1431,4,10,68.88
Wipro,102625,12,119,29,1,10,4,10,1177131,162176,8,93,10,12,5,92.46,16,9,4,3.88,3836927,4312912,83,193,214,1428,29,6,12,13,7696,8,8,86.61
HCLTech,102626,16,152,29,0,0,4,2,412826,45675,23,155,7,13,3,93.84,22,37,1,1.55,542194,1421139,271,6,162,1580,27,17,18,16,1793,60,1,95.29
Tesla,102627,21,111,58,0,33,3,7,3380364,290828,8,199,17,0,4,93.65,1,16,0,3.72,1582128,3000058,48,62,148,1020,2,15,0,7,9199,63,13,83.14
Intel,102628,7,177,45,1,15,3,2,1785307,184141,1,79,4,11,4,71.1,24,23,2,2.12,4371309,1463555,431,304,132,1359,10,7,9,20,5112,35,9,92.23
Salesforce,102629,3,148,37,0,8,1,10,1132486,85985,17,166,15,15,2,89.37,22,39,5,3.13,4640087,574979,149,212,237,1510,19,6,0,5,8951,59,7,66.58
Accenture,102630,28,164,34,1,13,3,6,1462785,50790,25,167,7,6,1,79.55,17,33,2,2.48,2985275,2791171,46,84,154,1391,14,20,2,10,6685,19,4,89.55
Meta,102631,11,101,46,1,25,2,7,2532255,88207,56,261,5,23,1,81.1,17,30,4,4.77,784973,5051653,443,330,232,1016,27,12,8,8,7465,1,4,50.94
Salesforce,102632,10,105,51,0,22,5,6,2250240,216215,27,39,8,19,4,96.39,28,26,3,3.34,3463268,2079184,123,294,156,1559,5,1,9,10,1268,48,5,93.35
HCLTech,102633,30,153,36,1,11,5,4,1320373,72836,28,117,11,3,1,72.63,16,4,5,1.85,4006814,1251397,128,154,164,1144,15,11,21,13,6950,42,1,56.01
Cisco,102634,22,162,48,1,20,4,3,2056080,201537,12,87,9,25,4,79.17,9,31,3,3.73,1508297,1663699,0,306,127,1275,5,19,10,12,3054,4,3,72.62
Apple,102635,19,151,44,1,24,4,5,2415207,173874,13,61,14,19,3,86.96,8,8,2,2.9,2605997,1995420,361,31,220,1314,11,12,12,7,2268,72,10,82.81
Meta,102636,29,107,39,0,19,5,5,2080819,83310,23,87,15,15,2,74.94,16,8,0,3.87,2072099,2392773,209,176,238,1061,15,5,0,1,8361,49,8,91.21
Capgemini,102637,18,156,38,1,10,1,4,1223769,72493,57,126,19,21,1,75.92,19,0,1,1.44,1010818,1939205,210,248,183,1385,23,10,6,15,7555,41,4,90.78
Cisco,102638,28,124,43,1,24,3,1,2412525,112295,11,241,22,14,2,94.75,19,30,2,4.66,3107305,1366901,237,156,235,1263,6,1,5,9,9740,55,2,87.99
Accenture,102639,28,146,59,1,34,3,1,3470853,84759,17,235,18,25,1,84.87,2,16,2,2.15,609193,5022593,286,493,130,1574,19,20,17,4,9741,51,10,60.92
Meta,102640,25,152,38,0,13,3,2,1544718,126066,28,289,20,6,3,91.3,7,2,4,4.48,3915566,5431223,25,152,126,1211,30,14,14,13,7358,33,1,52.29
IBM,102641,17,176,56,0,30,1,4,3132512,333456,0,138,3,21,5,81.86,2,4,2,3.39,3225917,3074537,406,202,120,1425,9,5,7,5,4784,31,14,60.11
Microsoft,102642,30,130,52,0,24,2,4,2454446,57326,11,282,20,12,1,79.43,16,26,2,3.67,840812,1056118,3,361,194,1341,7,8,21,18,2317,9,5,57.71
Alphabet,102643,24,174,49,0,20,2,5,2100236,115715,32,95,6,14,2,76.98,30,16,5,3.69,1852506,627060,324,210,167,1370,28,11,5,6,7423,37,12,96.03
Intel,102644,13,106,31,1,12,5,8,1439696,125751,47,171,3,22,4,91.53,9,17,4,2.71,1584787,1981853,235,143,135,1187,5,19,4,2,5405,48,3,79.3
Cisco,102645,20,176,45,1,24,1,1,2393003,123866,26,74,9,17,2,80.62,15,12,2,3.86,3063007,51559,327,70,139,1492,11,12,17,7,4834,14,4,72.81
Amazon,102646,12,166,46,1,19,5,2,2077527,175481,4,229,6,5,4,92.88,27,17,4,3.02,975879,1852890,488,74,121,1329,15,9,11,18,7793,5,1,83.01
Adobe,102647,7,168,59,0,32,2,3,3237403,211690,4,148,17,22,3,73.35,10,1,5,2.26,565515,3935203,166,253,214,1583,21,17,19,10,3434,51,13,91.74
Adobe,102648,20,143,37,0,14,1,3,1593896,36763,48,147,8,18,1,78.65,5,29,3,2.46,1158259,2798297,128,41,232,1098,2,4,21,20,8311,68,13,61.22
Meta,102649,10,170,52,1,24,3,2,2447129,171562,12,92,24,19,3,99.61,1,36,2,4.67,405415,5417213,311,142,191,1143,10,4,16,19,2541,62,6,57.32
TCS,102650,18,105,29,1,8,3,8,1112328,56486,13,143,6,20,1,82.96,27,2,5,1.98,2333948,1701293,60,320,125,1313,23,3,7,3,9816,13,10,80.69
TCS,102651,30,126,52,1,33,1,3,3212547,261495,17,40,13,19,4,76.53,6,22,0,3.15,895958,192595,237,250,162,1583,6,3,14,18,3167,2,2,92.92
Tesla,102652,20,147,42,0,18,1,6,1902839,85914,29,10,23,9,2,74.57,15,12,1,3.61,2827743,4878864,126,60,207,1317,22,19,1,12,2481,3,10,65.18
Alphabet,102653,4,163,47,1,23,2,1,2464570,118296,31,67,7,9,2,96.27,23,37,5,2.32,2437745,4439172,265,104,151,1033,2,8,4,4,7459,7,1,92.51
TCS,102654,30,106,44,1,14,1,5,1651513,68083,57,99,3,13,2,79.57,27,15,4,3.24,1895005,1430016,44,320,155,1301,5,16,20,14,2721,64,0,72.37
Microsoft,102655,21,122,51,0,30,1,9,3029717,330155,52,95,22,23,5,93.3,16,27,3,3.02,3365024,4796115,149,380,165,1396,20,17,21,10,3064,64,2,75.19
SAP,102656,27,117,45,0,22,1,6,2402728,173995,58,114,15,12,3,99.86,1,18,4,4.05,1205253,4185269,20,132,151,1522,4,12,22,14,7422,15,12,70.53
SAP,102657,18,171,30,0,5,3,3,763930,82259,25,101,9,0,4,70.77,22,23,1,1.28,3127887,2705324,119,30,198,1335,18,6,4,10,8024,48,3,85.42
Meta,102658,6,180,53,0,26,4,8,2685022,238790,41,85,24,2,4,88.98,24,24,5,3.93,1606892,1058004,114,499,196,1218,27,0,19,2,9876,39,9,50.21
Capgemini,102659,5,124,36,1,12,3,6,1515973,79654,55,179,9,15,1,89.13,9,15,0,1.4,3169164,4964095,153,278,134,1366,2,10,4,17,5493,14,15,91.08
Wipro,102660,3,106,36,1,10,1,7,1269151,134579,46,248,11,10,5,78.63,22,21,3,3.58,4115526,2129182,198,95,154,1412,24,5,5,15,4336,4,2,72.11
Oracle,102661,12,179,48,0,29,5,3,2929535,190688,28,190,25,7,3,91.98,16,3,5,3.23,1038699,5128126,481,105,231,1520,11,0,11,18,5859,36,15,58.85
Salesforce,102662,13,154,35,1,9,2,10,1158271,116484,51,249,4,2,3,87.79,27,26,3,4.24,4215696,156277,202,422,218,1443,10,2,0,9,9368,22,6,71.5
Cisco,102663,21,118,32,0,5,3,9,840095,43335,7,236,25,21,2,74.31,2,17,5,3.61,1987412,2450152,472,37,228,1387,5,20,8,7,7601,2,1,83.64
Adobe,102664,13,125,39,0,18,4,9,1920555,149687,48,122,24,24,3,74.04,29,13,2,4.8,2962947,1573433,28,480,185,1557,17,6,22,20,1542,69,10,70.02
Microsoft,102665,29,129,36,1,10,2,2,1335373,47156,57,41,25,7,1,77.57,20,10,2,3.13,4196461,4719900,341,253,137,1492,22,11,6,9,2039,37,3,59.73
TCS,102666,29,158,21,0,1,2,6,444798,59537,33,294,13,19,5,91.85,22,18,5,1.5,4441635,3224019,413,239,194,1165,23,3,12,8,4624,70,1,81.03
Salesforce,102667,7,170,58,0,32,5,3,3173471,67604,3,147,4,16,1,81.92,11,12,0,3.44,480080,5398094,428,215,137,1502,16,8,22,18,9697,57,3,76.71
Wipro,102668,15,145,32,0,4,3,8,583446,33940,4,103,18,12,2,70.18,19,16,5,2.36,1149081,3303400,65,76,163,1483,29,15,7,11,4426,37,7,60.94
NVIDIA,102669,6,177,61,0,33,5,7,3297757,160034,15,39,10,17,2,95.88,3,1,2,2.96,4543912,364419,452,298,176,1347,24,15,11,9,6054,18,7,82.2
Cisco,102670,9,131,48,1,23,2,3,2293956,56148,28,119,7,4,1,91.78,27,8,5,2.52,2023044,3620536,48,254,187,1249,26,1,7,13,5068,13,0,69.74
Apple,102671,28,111,32,0,5,3,1,801525,99103,11,188,12,2,5,97.09,8,26,2,2.78,1405973,3553922,387,353,150,1258,7,12,5,17,5033,40,13,60.95
Salesforce,102672,13,118,36,1,16,5,3,1689479,173587,60,179,18,13,5,79.1,16,12,5,2.09,2386278,3463514,395,35,228,1063,13,16,15,3,1187,67,11,78.31
Meta,102673,18,141,40,0,16,2,7,1782508,152232,23,265,9,21,4,83.06,19,0,0,3.6,1863246,3786868,127,204,226,1087,29,16,7,12,5961,48,12,58.56
SAP,102674,27,166,42,1,16,5,1,1840989,85411,59,104,23,3,2,88.09,25,9,1,2.06,4353564,1876608,234,424,167,1261,17,5,10,17,2887,34,14,74.09
Cisco,102675,28,133,36,1,15,5,8,1673101,68932,18,102,17,8,2,92.12,29,19,0,3.99,1902070,2614512,370,111,218,1161,24,7,0,13,7697,64,10,99.72
NVIDIA,102676,4,153,28,0,0,2,1,330063,60582,52,74,15,14,2,90.12,10,9,3,3.09,3650500,4776726,465,462,233,1424,14,14,0,8,8948,3,13,72.25
Microsoft,102677,18,173,56,1,26,5,8,2576913,181989,32,120,13,24,3,93.1,27,24,2,2.68,3294868,5036402,184,491,228,1037,10,13,21,17,6903,64,12,92.52
Oracle,102678,30,168,41,1,13,5,8,1503070,200167,60,167,12,2,5,80.54,3,35,2,4.24,1942578,5326200,470,498,169,1235,19,19,6,9,2437,61,13,85.13
Wipro,102679,13,172,34,1,11,3,10,1390246,53354,60,91,18,2,1,81.77,14,27,5,4.17,1420654,3223653,159,84,183,1130,9,13,20,5,8692,67,5,91.33
Salesforce,102680,14,177,23,0,4,5,9,619773,29949,37,150,1,25,1,81.46,4,2,1,3.37,1217414,2371739,122,208,176,1433,7,14,3,5,1138,68,4,62.98
Wipro,102681,15,100,43,0,21,4,6,2306247,237251,57,123,16,0,5,82.21,2,28,3,4.51,890645,5230510,11,364,171,1553,3,16,4,4,9047,39,10,54.29
HCLTech,102682,21,104,24,1,3,5,4,555756,73376,44,113,21,15,5,94.97,29,12,2,4.08,204401,5025369,13,329,235,1075,4,6,21,20,8461,30,9,89.41
Intel,102683,16,170,50,0,30,2,9,2953200,146383,54,114,11,13,2,95.38,11,5,1,2.61,705808,1585234,74,156,125,1067,19,6,0,17,8650,38,9,96.07
Salesforce,102684,18,116,44,0,23,3,9,2489684,203049,50,211,5,25,4,77.92,18,17,1,3.81,2827066,5196256,100,264,213,1291,2,5,18,4,9914,64,0,66.38
Cisco,102685,2,173,38,0,13,2,6,1594434,141194,3,199,11,13,4,79.27,8,1,0,3.97,3040246,2033924,394,156,239,1489,17,20,22,19,6342,67,8,50.21
Tesla,102686,20,170,39,0,20,2,4,2140094,59030,14,95,14,8,1,73.35,29,33,2,4.12,3747227,1500764,199,124,223,1203,17,6,8,11,4987,32,0,90.94
